Publication Date	Content
2024110613173	through the use of third-party service providers) and are used to allow you to use the Services and their features and to assist in analytics activities. Third-party Cookies Certain third parties may place their Cookies on your device and use them to recognize your device when you visit the Services and when you visit other websites or online services. These third parties collect and use this information pursuant to their own privacy policies. Third-party Cookies enable certain features or functionalities, and advertising, to be provided on the Services. Types of Cookies The Services use the following types of first and third-party Cookies for these purposes: Strictly Necessary Cookies: These Cookies are required for Service functionality, including for system administration, security and fraud prevention, and to enable any purchasing capabilities. You can set your browser to block these Cookies, but some parts of the site may not function properly. Information Storage and Access: These Cookies allow us and our partners to store and access information on the device, such as device identifiers. Measurement and Analytics: These Cookies collect data regarding your usage of and performance of the Services, apply market research to generate audiences, and measure the delivery and effectiveness of content and advertising. We and our third-party vendors use these Cookies to perform analytics, so we can improve the content and user experience, develop new products and services, and for statistical purposes. They are also used to recognize you and provide further insights across platforms and devices for the above purposes. Personalization Cookies: These Cookies enable us to provide certain features, such as determining if you are a first-time visitor, capping message frequency, remembering choices you have made (e.g., your language preferences, time zone), and assist you with logging in after registration (including across platforms and devices). These Cookies also allow your device to receive and send information, so you can see and interact with ads and content. Content Selection and Delivery Cookies: Data collected under this category can also be used to select and deliver personalized content, such as news articles and videos. Ad Selection and Delivery Cookies: These Cookies are used to collect data about your browsing habits, your use of the Services, your preferences, and your interaction with advertisements across platforms and devices for the purpose of delivering interest-based advertising content on the Services and on third-party sites. Third-party sites and services also use interest-based Advertising Cookies to deliver content, including advertisements relevant to your interests on the Services and third-party services. If you reject these Cookies, you may see contextual advertising that may be less relevant to you. Social Media Cookies: These Cookies are set by social media platforms on the Services to enable you to share content with your friends and networks. Social media platforms have the ability to track your online activity outside of the Services. This may impact the content and messages you see on other services you visit. We and third parties may associate Measurement And Analytics Cookies, Personalization Cookies, Content Selection, Delivery Cookies, and Reporting, Ad Selection, Delivery and Reporting Cookies, and Social Media Cookies with other information we have about you. COOKIE MANAGEMENT Depending on where you live, you may be able to adjust your Cookie preferences at any time via the 'Cookie Settings' link in
2024110613174	the footer of relevant websites. You can also use the methods described below to manage Cookies. You must take such steps on each browser or device that you use. If you replace, change or upgrade your browser or device, or delete your cookies, you may need to use these opt-out tools again. As some Cookie-management solutions also rely on Cookies, please adjust your browser Cookie settings carefully, following the relevant instructions below. Browser Controls: You may be able to disable and manage some Cookies through your browser settings. If you use multiple browsers on the same device, you will need to manage your settings for each browser. Please click on any of the below browser links for instructions: Google Chrome Apple Safari Mozila Firefox Microsoft Internet Explorer If the browser you use is not listed above, please refer to your browser's help menu for information on how to manage Cookies. Please be aware that disabling cookies will not disable other analytics tools we may use to collect information about you or your use of our Services. Analytics Provider Opt-Outs: To disable analytics Cookies you can use the browser controls discussed above or, for some of our providers, you can use their individual opt-out mechanisms: Google's Privacy Policy and Google Analytics Opt-Out Omniture's Privacy Policy and Omniture's Opt-Out Mixpanel's Privacy Policy and Mixpanel's Opt-Out The above are examples of our analytics providers and this is not an exhaustive list. We are not responsible for the effectiveness of any other providers' opt-out mechanisms. Flash Local Storage: These cookies are also known as local shared objects and may be used to store your preferences or display content by us, advertisers and other third-parties. Flash cookies need to be deleted in the storage section of your Flash Player Settings Manager. Interest-Based Advertising: Most third-party advertisers offer a way to opt out of their interest-based advertising. For more information or to opt out of receiving interest-based advertising from participating third-party advertisers, depending on your country of residence, please visit: Digital Advertising Alliance in the US Digital Advertising Alliance of Canada European Interactive Digital Advertising Alliance Australian Digital Advertising Alliance You can also opt out of some of the advertising providers we use by visiting their opt-out pages: Google's Privacy Policy and Google Analytics Opt-Out Page Facebook Privacy Policy and Facebook's Opt-Out Page Twitter Privacy Policy and Twitter's Opt-Out Page Liveramp's Privacy Policy and Liveramp Opt-Out Page These are examples of our advertising providers and this is not an exhaustive list. In addition, we are not responsible for the effectiveness of any of these providers' opt-out mechanisms. After you opt out, you will still see advertisements, but they may not be as relevant to you. Mobile Settings: You may manage the collection of information for interest-based advertising purposes in mobile apps via the device's settings, including managing the collection of location data. To opt out of mobile ad tracking from Nielsen or other third parties, you can do so by selecting the 'Limit Ad Tracking' (for iOS devices) or 'Opt out of Ads Personalization' (for Android devices) options in your device settings. Connected Devices: For connected devices, such as smart TVs or streaming devices, you should review the device's settings and select the option that allows you to disable automatic content recognition or ad tracking. Typically, to opt out, such devices require you to
2024110613175	select options like 'limit ad tracking' or to disable options such as 'interest-based advertising,' 'interactive TV,' or 'smart interactivity'. These settings vary by device type. Cross-Device Tracking: If you would like to opt out of our browser-based cross-device tracking for advertising purposes, you may do so by using the various methods described above. You must opt out separately on each device and each browser that you use. For more information about cross-device matching, please visit the Network Advertising Initiative or the Digital Advertising Alliance. If you opt out of cross-device tracking for advertising purposes, we may still conduct cross-device tracking for other purposes, such as analytics. Consequences of Deactivation of Cookies: If you disable or remove Cookies, some parts of the Services may not function properly. Information may still be collected and used for other purposes, such as research, online services analytics or internal operations, and to remember your opt-out preferences. CONTACT US For inquiries about this Cookies Notice, please contact us at Privacy@nbcuni.com or Chief Privacy Officer, NBCUniversal Legal Department, 30 Rockefeller Plaza, New York, NY 10112, US. For inquiries from users who reside in the European Economic Area, the United Kingdom or Switzerland, please contact us at Privacy@nbcuni.com or Privacy, Legal Department, Central Saint Giles, St Giles High Street, London, WC2H 8NU, UK CHANGES TO THIS NOTICE This Notice may be revised occasionally and in accordance with legal requirements. Please revisit this Cookie Notice regularly to stay informed about our and our analytic and advertising partners' use of Cookies. These Cookies are required for Service functionality, including security and fraud prevention, and to enable any purchasing capabilities. You can set your browser to block these Cookies, but some parts of the site may not function properly.
2024110620581	C-SPAN is testing some improvements to our website and we'd like to ask for your help. Please click here to try out our new video viewing page (you can switch back at any time). Vice President Kamala Harris delivered her concession speech at Howard University, following her loss to Republican opponent Donald Trump in the 2024 presidential election. Oh, yes, like bye bye. Ok, sorry friends then get back to bed. Yes. Oh bye. We are. Yeah. And when I wake up, I reckon she let me for the pay cut. We make a living skim it. So my, ok, that when I was looking at the world like where do we go? And we hate po po when they kill us. Dared in the street was so I'm at the pre door, my knees. Oh, what do you want to a house? Yeah, you can live with the number one I, I don't think to the public and this I assured my even up and down when I was looking at the world like where do we go? And we hate pork, pork when they kill us. So I'm at the peak. Just go. My knee is getting weak in my curve. Be all hours later and I have some of my prayers don the MA S MA to go. But you know you, I like it. Shut up. You know you make me go. No 1000. I still read how you out this house. So I PJ. Oh I'm fire shall be no competition. No, no. One our president for president of Blank greed and my why? Thanks. Tell me I just, yeah, please welcome the vice president of the United States. No, the good afternoon, the... good afternoon, everyone. Good afternoon. Good afternoon. Good afternoon. Thank you all. Thank you. Thank you. Thank you. Thank you. So let me say and I love you back and I love you back. So let me say my heart is full today. My heart is full today, full of gratitude for the trust you have placed in me, full of love for our country and full of resolve. The outcome of this election is not what we wanted, not what we fought for, not what we voted for. But hear me when I say, hear me, when I say the light of America's promise will always burn bright as long as we never give up. And as long as we keep fighting to my beloved Doug and our family, I love you so very much to President Biden and Dr Biden. Thank you for your faith and support to governor, walls and the walls, family. I know your service to our nation will continue and to my extraordinary team to the volunteers who gave so much of themselves to the poll workers and the local election officials. I thank you. I thank you all. Look, I am so proud of the race we ran and the way we ran it and the way we ran it over the 107 days of this campaign. We have been intentional about building community and building coalitions, bringing people together from every walk of life and background, united by love of country with enthusiasm and joy in our fight for America's future. And we did it with the knowledge that we all have so much more in common than what separates us. Now. I know folks are feeling and experiencing a range of emotions right now. I get it, but we must accept the results of this election. Earlier today, I spoke with President elect Trump and congratulated him on his victory. I also told him that we will help him and his team with their transition and that we will engage in a peaceful transfer of power. A fundamental principle of American democracy is that when we lose an election, we accept the results. That principle as much as any other, distinguishes democracy from monarchy or tyranny. And anyone who seeks the public trust must honor it. At the same time in our nation. We owe loyalty not to a president or a party, but to the constitution of the United States and loyalty to our conscience and to our
2024110620582	God. My allegiance to all three is why I am here to say while I concede this election, I do not concede the fight that fueled this campaign, the fight, the fight for freedom, for opportunity, for fairness and the dignity of all people. A fight for the ideals at the heart of our nation, the ideals that reflect America at our best. That is a fight. I will never give up. I will never give up the fight for a future where Americans can pursue their dreams, ambitions and aspirations. Where the women of America have the freedom to make decisions about their own bodies and not have their government telling them what to do. We will never give up the fight to protect our schools and our streets from gun violence and America. We will never give up the fight for our democracy, for the rule of law, for equal justice and for the sacred idea that every one of us no matter who we are or where we start out has certain fundamental rights and freedoms that must be respected and upheld. And we will continue to wage this fight in the voting booth in the courts and in the public square. And we will also wage it in quieter ways in how we live our lives, by treating one another with kindness and respect by looking in the face of a stranger and seeing a neighbor by always using our strength to lift people up to fight for the dignity that all people deserve. The fight for our freedom will take hard work. But like I always say, we like hard work, hard work is good work, hard work can be joyful work and the fight for our country is always worth it. It is always worth it. To the young people who are watching it is to the young people who are watching it is ok to feel sad and disappointed. But please know it's going to be ok on the campaign. I would often say when we fight, we win. But here's the thing, here's the thing. Sometimes the fight takes a while. That doesn't mean we won't win. That doesn't mean we won't win. The important thing is, don't ever give up, don't ever give up. Don't ever stop trying to make the world a better place. You have power, you have power. And don't you ever listen, when anyone tells you something is impossible because it has never been done before. You have the capacity to do extraordinary good in the world. And so to everyone who is watching, do not despair. This is not a time to throw up our hands. This is a time to roll up our sleeves. This is a time to organize, to mobilize and to stay engaged for the sake of freedom and justice and the future that we all know we can build together. Look many of, you know, I started out as a prosecutor and throughout my career, I saw people at some of the worst times in their lives. People who had suffered great harm and great pain and yet found within themselves, the strength and the courage and the resolve to take the stand to take a stand to fight for justice to fight for themselves, to fight for others. So let their courage be our inspiration, let their determination be our charge. And I'll close with this. There's an adage, an historian once called a Law of History. True of every society across the ages. The adage is only when it is dark enough. Can you see the stars? I know many people feel like we are entering a dark time, but for the benefit of us all, I hope that is not the case. But here's the thing America. If it is, let us fill the sky with the light of a brilliant, brilliant billion of stars, the light, the light of optimism, of faith, of truth and service... hu and may that work guide us even in the face of setbacks toward the extraordinary promise of the United States of America. I
2024110620583	thank you all. May God bless you and may God bless the United States of America. I thank... you. That's good. Yeah. *This text was compiled from uncorrected Closed Captioning. 'We have the power to decide the fate of our nation' 2024 Democratic presidential nominee and Vice President Kamala Harr. 2024 Democratic presidential nominee and Vice President Kamala Harris spoke to supporters at a campaign rally in Philade. At the beginning of her rally in Chandler, Arizona, 2024 Democratic presidential nominee Vice President Harris pledged c. 'It's time to turn the page,' 2024 Democratic presidential nominee and Vice President Kamala Harris told supporters at a. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly. These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information.
2024110619141	By Gene Maddaus Senior Media Writer Kamala Harris called Donald Trump on Wednesday to concede the presidential race, and to urge him to be a president for 'all Americans,' according to a campaign memo. Harris is expected to give a concession speech later on Wednesday at Howard University. In the memo, campaign chair Jen O'Malley Dillon said that Harris also pledged to work with President Biden to ensure a peaceful transition to power - a pointed allusion to the violent transfer in 2020. A Trump campaign spokesman confirmed that Harris had called to congratulate him on his 'historic victory.' 'President Trump acknowledged Vice President Harris on her strength, professionalism, and tenacity throughout the campaign, and both leaders agreed on the importance of unifying the country,' said the spokesman, Steven Cheung. O'Malley Dillon thanked her campaign staff for building a 'first-rate, historic Presidential campaign in basically 90 days.' 'You stared down unprecedented headwinds and obstacles that were largely out of our control,' she wrote. 'We knew this would be a margin of error race, and it was.' She also noted that the rightward swing to Trump was less pronounced in the contested states, arguing that showed the campaign had an impact in countering the national mood. 'That speaks to both the work you did, and the scale of the challenge we ultimately couldn't surmount,' she wrote. O'Malley Dillon also said that losing the race was 'unfathomably painful.' 'It is hard,' she wrote. 'This will take a long time to process. But the work of protecting America from the impacts of a Trump Presidency starts now.' Trump is poised to sweep all seven battleground states, though the race has not been called yet in Arizona and Nevada. The Republicans also took control of the U.S. Senate. 2 Comments Comments are moderated. They may be edited for clarity and reprinting in whole or in part in Variety publications. Leave a Reply Name * Email * Website Bye, Felicia. He can go to putin A Variety and iHeartRadio Podcast The Business of Entertainment Variety is a part of Penske Media Corporation. 2024 Variety Media, LLC. All Rights Reserved. Variety and the Flying V logos are trademarks of Variety Media, LLC. These cookies allow us to count visits and traffic sources so we can measure and improve the performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information. These cookies enable the website to provide enhanced functionality and personalisation.
2024110619142	They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly.
2024110615291	Get weekly news and analysis on the U.S. elections and how it matters to the world with the newsletter On the Campaign Trail. Sign up here. Reporting by Rami Ayyub; editing by Scott Malone Our Standards: The Thomson Reuters Trust Principles., opens new tab Centre-right lawmakers in the European Parliament have made proposals to further weaken the European Union's beleaguered law to ban commodity imports linked to deforestation, a document seen by Reuters showed. Reuters, the news and media division of Thomson Reuters, is the world's largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology. The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs. The industry leader for online information for tax, accounting and finance professionals. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. 2024 Reuters. All rights reserved
2024110621501	Vice President Kamala Harris publicly conceded the 2024 election to former President Donald Trump in a Wednesday afternoon speech at her alma mater, Howard University. Harris walked out to her campaign theme song, 'Freedom,' by Beyonce, to applause and chants of 'Kamala.' 'My heart is full today,' she told the tearful crowd. 'Full of gratitude for the trust you have placed in me. Full of love for our country. And full of resolve. The outcome of this election is not what we wanted, not what we fought for, not what we voted for.' 'But hear me when I say, the light of America's promise will always burn bright as long as we never give up and as long as we keep fighting,' she added. Harris said she was proud of her campaign, which lasted only 107 days. She told the crowd that she had already pledged to assist Trump with the transition and ensure a peaceful transfer of power. 'In our nation, we owe loyalty not to a president or a party but to the Constitution of the United States,' Harris said. 'And loyalty to our conscience and to our God. My allegiance to all three is why I am here to say, while I concede this election, I do not concede the fight that fueled this campaign.' In her speech, Harris hit on several touchstones of her campaign, including abortion protection, gun safety, democracy, and equal justice, promising to continue fighting. 'Fighting for our country is always worth it,' she said. The vice president addressed young people specifically, promising them that it would be 'OK' and encouraging them to continue working. 'Sometimes the fight takes a while, but that doesn't mean we won't win,' Harris said, referencing her campaign slogan. Harris thanked her husband, Doug Emhoff, President Joe Biden, her running mate, Minnesota Gov. Tim Walz, her campaign staff, and poll workers. Harris campaign manager Jen O'Malley Dillon sent staff members a memo ahead of the vice president's remarks on Wednesday, confirming that Harris had conceded the race to Trump and pledged to ensure a peaceful transfer of power from the Biden administration. O'Malley Dillon praised campaign staffers and congratulated them on a 'first-rate, historic Presidential campaign,' according to the memo obtained by Business Insider. 'You navigated things that no one has ever had to navigate, and likely no one will ever have to again,' she wrote. Harris became the Democratic nominee in August after President Joe Biden stepped down following a disastrous debate performance. She campaigned for just over three months before voters went to the polls this week. 'You stared down unprecedented headwinds and obstacles that were largely out of our control,' the memo continued. 'We knew this would be a margin of error race, and it was.' Nearly every state in the country moved further right in Tuesday's election, but O'Malley Dillon said the battleground states saw the least amount of movement compared to the rest of the nation. 'It was closest in the places we competed,' she wrote. 'That speaks to both the work you did and the scale of the challenge we ultimately couldn't surmount.' Harris' concession comes hours after Trump cinched a spectacular victory, winning several swing states and a swath of new voters since his last campaign. In his victory speech early Wednesday morning, Trump claimed a 'mandate' for his agenda and pledged to put 'divisions' in the past. Immediately following her speech, Harris and her running mate, Minnesota Gov. Tim Walz, were set to host an all-staff call to detail the campaign's accomplishment and discuss the 'road ahead,' according to the memo.
2024110621502	Jump to
2024110619531	Vice President Kamala Harris on Wednesday called President-elect Donald Trump to concede the 2024 presidential race, and a representative for Trump said the two 'agreed on the importance of unifying the country.' Trump was declared the winner of the presidency by The Associated Press (AP) early Wednesday morning when he pushed over the required threshold of 270 Electoral College votes. So far, he beat Vice President Kamala Harris, the Democratic nominee, in the swing states of Pennsylvania, Wisconsin, Michigan, Georgia and North Carolina and 22 Republican-leaning states. He also secured four of the five electoral votes in Nebraska and one in Maine, bringing his total to 292 Electoral College votes. 'President Donald J. Trump and Vice President Kamala Harris spoke by phone earlier today where she congratulated him on his historic victory,' Trump campaign spokesperson Steven Cheung said in a statement. 'President Trump acknowledged Vice President Harris on her strength, professionalism, and tenacity throughout the campaign, and both leaders agreed on the importance of unifying the country.' According to an email sent to her campaign staff, Harris called Trump on Wednesday. 'Just a few moments ago, the Vice President connected with President Trump to concede the race,' the email from campaign chief Jen O'Malley Dillon said. Dillion said losing was 'unfathomably painful' and will 'take a long time to process,' but that Harris said she would work with President Joe Biden 'to ensure a peaceful transfer of power, unlike what we saw in 2020.' 'It is hard. This will take a long time to process,' the email added. 'But the work of protecting America from the impacts of a Trump Presidency starts now.' Meanwhile, Trump gave a victory speech early Wednesday morning at the Palm Beach Convention Center in Florida, hours before the AP declared him the winner. 'We overcame obstacles that nobody thought possible and it is now clear that we've achieved the most incredible political thing, look what happened, is this crazy? But it's a political victory that our country has never seen before, nothing like this,' he said. 'I want to thank the American people for the extraordinary honor of being elected your 47th president and your 45th president.' Trump said his second term will be 'the golden age of America' and vowed to fight for every American's future. 'And every citizen, I will fight for you, for your family and your future, every single day I will be fighting for you with every breath in my body, I will not rest until we have delivered the strong, safe and prosperous America that our children deserve and that you deserve, he said. This article includes reporting from The Associated Press. Update 11/06/24 3:11 p.m. ET: This story has been updated to include more information. Update 11/06/24 4:02 p.m. ET: This story has been updated to include more information. Jon Jackson is an Associate Editor at Newsweek based in New York. His focus is on reporting on the Ukraine and Russia war. Jon previously worked at The Week, the River Journal, Den of Geek and Maxim. He graduated Summa Cum Laude with honors in journalism and mass communication from New York University. Languages: English. Jon Jackson is an Associate Editor at Newsweek based in New York. His focus is on reporting on the Ukraine ... Read more Newsletters in your inbox See all Company Editions: Contact Terms of Use 2024 NEWSWEEK DIGITAL LLC
2024110623171	Kamala Harris conceded to Donald Trump in the presidential race on Wednesday, both in a private phone call and in a public speech at Howard University. She spoke for about 12 minutes, offering the usual elements of a concession speech - praising her family, her campaign and her supporters - and acknowledging her loss. It was both gracious and, as Anderson Cooper said on CNN, 'defiant in many ways.' It also included eight words more important than any others, and ones that didn't get enough attention after she was done: 'We must accept the results of this election.' Plain, simple, obvious. And yet in the current landscape, sadly essential. Because let's face it, in normal times she wouldn't even need to say this. It's a given. These are not, of course, normal times. Need a break? Play the USA TODAY Daily Crossword Puzzle. Harris went on to say that the administration will engage in a peaceful transfer of power. 'A fundamental principle of American democracy is that when we lose an election,' she said, 'we must accept the results.' Someone remind Donald Trump. And Fox News, while you're at it. While that network's panel whined about Harris not having Joe Biden around, or something (it was hard to tell what the exact complaint was) and Brit Hume dustily scoffed that her speech was 'not particularly memorable,' they conveniently ignored the obvious: Trump never conceded the 2020 election, and continues to lie about its results. The hypocrisy is galling, the disdain for the audience's memory and awareness breathtaking. Yes, Trump won back the presidency, but the damage to the institution is done. Say so. CNN's Kaitlan Collins got it. 'Hearing her emphasize that line about a peaceful transition of power, it makes you realize she is affording to Trump what he never afforded to the incoming Biden-Harris administration,' she said. Quite the opposite, in fact. Trump egging on supporters to attack the U.S. Capitol to interrupt the certification of the 2020 election is still unthinkable, an affront to democracy. Yet somehow it's become almost a footnote to an administration that had disdain for the institutions of power. And, of course, Trump didn't stick around for Biden's inauguration, leaving town that morning. For what it's worth, Biden called Trump on Wednesday to congratulate him on his win and invited him to the White House, and has said he will be at the inauguration. Trump has called Biden 'Sleepy Joe' and called Harris worse, but some things you do because you're supposed to do them. Have we forgotten all this? Is this where we've landed? In a place where conducting yourself with the bare minimum of civility and decent behavior is notable, almost remarkable? Evidently. The last four years, for all of the bizarre drama of the last five months of the election season, were a return to normalcy in terms of the presidency. Normal isn't boring, it's just normal. Sure, setting a car on fire attracts the fire department and the TV news crews. But it's not an effective way to get to work. Now that Trump is returning to power, is there any reason to believe that his next administration will be any less chaotic than the first? Not if his campaign, with its racist, misogynistic trappings, is any indication. Trump will make news. He'll make sure of that. Maybe that's why Harris' speech, while fiery in its own way, felt like a throwback, a last gasp of normalcy. Enjoy it while it lasts. Opinion:TV news is awash in election post-mortems. I wonder if we'll survive Reach Goodykoontz at bill.goodykoontz@arizonarepublic.com. Facebook:
2024110623172	facebook.com/GoodyOnFilm. X: @goodyk. Subscribe to the weekly movies newsletter.
2024110618551	Get weekly news and analysis on the U.S. elections and how it matters to the world with the newsletter On the Campaign Trail. Sign up here. Reporting by Jeff Mason and Nandita Bose; writing by Susan Heavey Our Standards: The Thomson Reuters Trust Principles., opens new tab Centre-right lawmakers in the European Parliament have made proposals to further weaken the European Union's beleaguered law to ban commodity imports linked to deforestation, a document seen by Reuters showed. Reuters, the news and media division of Thomson Reuters, is the world's largest multimedia news provider, reaching billions of people worldwide every day. Reuters provides business, financial, national and international news to professionals via desktop terminals, the world's media organizations, industry events and directly to consumers. Build the strongest argument relying on authoritative content, attorney-editor expertise, and industry defining technology. The most comprehensive solution to manage all your complex and ever-expanding tax and compliance needs. The industry leader for online information for tax, accounting and finance professionals. Access unmatched financial data, news and content in a highly-customised workflow experience on desktop, web and mobile. Browse an unrivalled portfolio of real-time and historical market data and insights from worldwide sources and experts. Screen for heightened risk individual and entities globally to help uncover hidden risks in business relationships and human networks. All quotes delayed a minimum of 15 minutes. See here for a complete list of exchanges and delays. 2024 Reuters. All rights reserved
2024110621041	By Patrick Hipes Executive Managing Editor Vice President Kamala Harris will give her concession speech after losing the 2024 presidential election overnight, when Donald Trump officially clinched a second term by going over the 270 electoral votes needed for victory. She is expected to address supporters at Howard University at 1 p.m. PT/4 p.m. ET today, with coverage expected across broadcast and cable news networks after a long night of following returns. Howard, her Washington, D.C.-based alma mater, is where her supporters had been gathered Tuesday with the hopes of celebrating her victory. That didn't happen, with Trump outperforming his 2016 vote results especially in key battleground states, taking Georgia, Michigan, Pennsylvania and North Carolina before sealing the victory when Wisconsin was called for him overnight. Watch Harris' speech above (It starts at the 24'30' mark.) In her call with Trump today, Harris formally conceded, according to media reports and the Trump campaign. Said Trump campaign communications director Steven Cheung:, 'President Donald J. Trump and Vice President Kamala Harris spoke by phone earlier today where she congratulated him on his historic victory. President Trump acknowledged Vice President Harris on her strength, professionalism, and tenacity throughout the campaign, and both leaders agreed on the importance of unifying the country.' President Joe Biden followed with a similar call, inviting Trump to the White House. Biden is expected to address the country on Thursday. Get our Breaking News Alerts and Keep your inbox happy. Comments On Deadline Hollywood are monitored. So don't go off topic, don't impersonate anyone, and don't get your facts wrong. Comment Name Email Website All hail president Trump, make sure you kiss his pinky ring! I'd like to thank all of the registered Democrats who relocated to a Blue State so that you'd feel safe. Because of you, Trump is our next President. By moving instead of fighting for what you believe in, you've done a wonderful service for your country. Thank all your lucky starts that she will not be President, EVER! Worst political candidate I have ever seen in my lifetime. Abysmally bad. Nice move, DNC. Unite and make.peace in America and in the whole world I still believe I will see a female US president in my lifetime. President Ivanka Trump. Ewwww,, Ick Signup for Breaking News Alerts & Newsletters By providing your information, you agree to our Terms of Use and our Privacy Policy. We use vendors that may also process your information to help provide our services. This site is protected by reCAPTCHA Enterprise and the Google Privacy Policy and Terms of Service apply. Get our latest storiesin the feed of your favorite networks We want to hear from you! Send us a tip using our annonymous form. Sign up for our breaking news alerts By providing your information, you agree to our Terms of Use and our Privacy Policy. We use vendors that may also process your information to help provide our services. This site is protected by reCAPTCHA Enterprise and the Google Privacy Policy and Terms of Service apply. Deadline is a part of Penske Media Corporation. 2024 Deadline Hollywood, LLC. All Rights Reserved. By providing your information, you agree to our Terms of Use and our Privacy Policy. We use vendors that may also process your information to help provide our services. This site is protected by reCAPTCHA Enterprise and the Google Privacy Policy and Terms of Service apply. These cookies allow us to count visits and traffic sources so we can measure and improve the
2024110621042	performance of our site. They help us to know which pages are the most and least popular and see how visitors move around the site. All information these cookies collect is aggregated and therefore anonymous. If you do not allow these cookies we will not know when you have visited our site, and will not be able to monitor its performance. These cookies may be set through our site by our advertising partners. They may be used by those companies to build a profile of your interests and show you relevant adverts on other sites. They do not store directly personal information, but are based on uniquely identifying your browser and internet device. If you do not allow these cookies, you will experience less targeted advertising. These cookies are necessary for the website to function and cannot be switched off in our systems. They are usually only set in response to actions made by you which amount to a request for services, such as setting your privacy preferences, logging in or filling in forms. You can set your browser to block or alert you about these cookies, but some parts of the site will not then work. These cookies do not store any personally identifiable information. These cookies enable the website to provide enhanced functionality and personalisation. They may be set by us or by third party providers whose services we have added to our pages. If you do not allow these cookies then some or all of these services may not function properly.
